DEPTH	SDTC	1-AMP	SDTS	CAI	SDTST
257.875	0.015857	0.482244	0.027101	0.587309	0.00793
258	0.000568	0.391013	0.01171	0.486334	-0.000208
258.125	0.005045	0.392361	0.003655	0.455938	-0.002535
258.25	0.026461	0.357255	0.00044	0.403804	-0.008552
258.375	0.051775	0.399595	-0.005968	0.452591	-0.010397
258.5	0.067731	0.36756	-0.005707	0.418546	-0.001067
258.625	0.071008	0.412404	0.003462	0.481584	0.021604
258.75	0.062485	0.340386	0.017128	0.444665	0.054579
258.875	0.04543	0.513553	0.030359	0.65481	0.09146
259	0.027304	0.549305	0.042241	0.679891	0.122382
259.125	0.012993	0.507739	0.053255	0.636738	0.136412
259.25	0.002389	0.48936	0.059009	0.622984	0.130637
259.375	-0.004063	0.423745	0.051134	0.531019	0.104501
259.5	0.000912	0.405157	0.024274	0.510845	0.065574
259.625	0.030171	0.396746	0.001103	0.485734	0.030138
259.75	0.094077	0.408441	0.024383	0.522211	0.007655
259.875	0.189851	0.407388	0.092964	0.507421	0.013
260	0.305136	0.400112	0.197369	0.490703	0.046436
260.125	0.408976	0.410161	0.277901	0.519313	0.080638
260.25	0.466365	0.361081	0.276015	0.454051	0.106626
260.375	0.468079	0.32469	0.20737	0.393835	0.121966
260.5	0.414137	0.274352	0.11223	0.324249	0.126095
260.625	0.314544	0.259202	0.047858	0.318235	0.117679
260.75	0.202317	0.306572	0.024523	0.379035	0.096862
260.875	0.105504	0.339734	0.016379	0.418287	0.065465
261	0.036783	0.328691	0.006431	0.416909	0.029636
261.125	0.002389	0.306138	-0.004535	0.397373	-0.000889
261.25	-0.004398	0.318469	-0.007886	0.405817	-0.012116
261.375	-0.000096	0.318648	-0.006	0.402778	0.000767
261.5	-0.000335	0.311011	-0.002311	0.393391	0.013602
261.625	0.002684	0.337656	-0.000374	0.421182	0.052288
261.75	0.013052	0.33955	0.003898	0.431651	0.11412
261.875	0.031701	0.359021	0.014799	0.453445	0.184459
262	0.053135	0.309332	0.026297	0.378581	0.240835
262.125	0.071123	0.230475	0.032758	0.241551	0.265616
262.25	0.081834	0.175648	0.030774	0.173569	0.243959
262.375	0.084272	0.103352	0.021401	0.089936	0.176668
262.5	0.078761	0.054596	0.010722	0.034134	0.097223
262.625	0.065538	0.073186	0.002857	0.074833	0.036233
262.75	0.046071	0.044076	0.001882	0.040364	0.00564
262.875	0.024801	0.040976	0.006909	0.043535	0.022449
263	0.009368	-0.002325	0.011367	-0.015531	0.043846
263.125	0.003515	0.040172	0.012724	0.044195	0.037333
263.25	0.004238	0.100556	0.010493	0.124982	0.015165
263.375	0.009006	0.122646	0.004988	0.154426	0.001338
263.5	0.016551	0.163336	-0.00051	0.201612	0.00311
263.625	0.022514	0.180005	0.00041	0.225346	0.052
263.75	0.022935	0.213227	0.00673	0.26904	0.139113
263.875	0.01688	0.217276	0.019719	0.27206	0.236323
264	0.007126	0.223231	0.031578	0.280054	0.315602
264.125	0.001231	0.235692	0.033443	0.283748	0.361917
264.25	0.0122	0.233652	0.025004	0.2664	0.378465
264.375	0.027351	0.184716	0.012653	0.207253	0.377798
264.5	0.041832	0.212359	0.002378	0.247774	0.367397
264.625	0.049792	0.224433	0.00131	0.270686	0.353075
264.75	0.049787	0.290028	0.010497	0.322751	0.337891
264.875	0.043214	0.03808	0.02077	0.004216	0.320757
265	0.032123	0.277677	0.022	0.332014	0.299461
265.125	0.018182	0.365036	0.010154	0.412373	0.271621
265.25	0.004785	0.291786	0.000248	0.340056	0.236845
265.375	-0.002504	0.32565	0.017575	0.356476	0.195955
265.5	0.001696	0.323368	0.055678	0.362518	0.149978
265.625	0.021945	0.259033	0.103139	0.279334	0.100472
265.75	0.067617	0.330888	0.147052	0.346646	0.053261
265.875	0.135491	0.291556	0.190276	0.327424	0.017248
266	0.209567	0.344957	0.240196	0.400015	0.005724
266.125	0.273675	0.400413	0.29371	0.474494	0.035465
266.25	0.313428	0.422468	0.338358	0.497719	0.076765
266.375	0.319345	0.423974	0.354351	0.491631	0.122889
266.5	0.29568	0.408404	0.333659	0.463038	0.164829
266.625	0.254098	0.417365	0.286081	0.481029	0.196022
266.75	0.205118	0.438553	0.223976	0.511999	0.211148
266.875	0.15971	0.437822	0.161221	0.509466	0.201259
267	0.124323	0.452917	0.108166	0.514496	0.163821
267.125	0.098818	0.442488	0.06706	0.501074	0.106588
267.25	0.078961	0.448812	0.035593	0.518294	0.046326
267.375	0.061688	0.418916	0.013562	0.494957	0.000557
267.5	0.044603	0.366159	0.002306	0.432643	-0.012828
267.625	0.028201	0.321922	0.000066	0.378234	0.003355
267.75	0.01449	0.2404	0.001464	0.276904	0.036732
267.875	0.004926	0.195968	0.004639	0.220483	0.072797
268	0.000595	0.145774	0.004995	0.150819	0.108592
268.125	0.000679	0.107805	0.001912	0.11012	0.153388
268.25	0.016194	0.133169	0.000557	0.123638	0.218401
268.375	0.034448	0.161909	0.005814	0.186097	0.299242
268.5	0.055582	0.175416	0.018504	0.202715	0.385071
268.625	0.079344	0.137987	0.037192	0.16	0.450767
268.75	0.103124	0.155864	0.056553	0.175377	0.473743
268.875	0.123236	0.174081	0.073181	0.204815	0.447874
269	0.136514	0.080525	0.08515	0.093107	0.380381
269.125	0.138633	0.028143	0.09053	0.025127	0.281131
269.25	0.126774	0.040403	0.086747	0.03971	0.172407
269.375	0.102357	0.060782	0.07069	0.066739	0.080574
269.5	0.071096	0.051047	0.046245	0.050538	0.020326
269.625	0.037723	0.048458	0.019799	0.045287	0.000584
269.75	0.009078	0.011277	0.003226	0.003519	-0.002266
269.875	-0.007607	-0.03868	0.000321	-0.060648	0.012628
270	-0.006742	-0.084179	0.005835	-0.119779	0.039672
270.125	0.002111	-0.108095	0.009945	-0.148896	0.066805
